company,job-title,level,description,url
Syrinx Consulting,Python Developer (Remote),Entry level,"Senior Python DeveloperProduct Remote, United States San Diego, California Radnor, Pennsylvania Providence, Rhode IslandDescriptionWe are looking for a python web application developer to build our new mobile first application to help our customer improve their financial health. Work with an agile team in a start-up environment to bring our vision to the market. This is a green field project. Bring your experience in using proven and current technologies to help us get this to market within a year.Job ResponsibilitiesCollaborate with product and business teams to define our product, balancing features with time to market.Design and implement a microservice based application using python, Django, Flask and related frameworks, in AWS or AzureCreate a scalable, testable, documented application so that we can grow the product over time.Keep up with technology changes in our space and leverage them when appropriateWork independently to delivery software on timeDocument all aspect of your workTrain, mentor and collaborate with other team members to ensure our teams maintain high standardsLearn our business and help to align technology innovation with our customer needsParticipate in product design, offer new ideas and understand that not every idea will be adoptedCommunicate professionally with other business units and customers as needed for demos and support of our productsRequirementsBachelor’s degree in a technical discipline such as Computer Science, Software Engineering; or equivalent work experience required8+ years of software development experience, of which5+ years of experience in building and deploying web applications using the python ecosystem like Django, FlaskExperience in building applications in the cloud, AWS or Azure, using containers like DockerExperience building and consuming APIs to interact with front end SPA and other applications using REST orGraphQLExperience in working in an agile environment to quickly iterate and deliver features to usersAdditional Skills We LikeExperience in building financial applicationsExperience in working with data using machine learning tools and data analysis tools like pandas, Scikit, TensorFlowExperience with database technologies beyond relational, like MongoDBExperience with React, particularly React NativeWe are working with the creator of the leading wealth-planning technology for financial professionals and firms, offering the cutting-edge solutions needed to succeed as the regulatory environment shifts, investor expectations change, and the industry landscape becomes increasingly competitive. Not only do our solutions help financial professionals streamline their workflow and add efficiency to their business, they also — more importantly – create an unmatched, interactive client experience that builds trust and strengthens the advisor-client relationship.Please send resumes to ldavis@syrinx.com.We cannot provide sponsorship at this time. Candidates eligible to work in the US encouraged to apply.
        


        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Full-time
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          Information Technology & Services
          
















Referrals increase your chances of interviewing at Syrinx Consulting by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3648837119
MindPal,Python Developer,Entry level,"We are looking for a mid/senior Python DeveloperResponsibilitiesMaintenance and development of the backend of an e-commerce application based on Django Rest Framework Writing unit tests for new functionalities Delivering readable and transparent code Building dashboards based on SQL queries and processing the results Direct contact with the client RequirementsMinimum 3 years of experience working with Python Knowledge of Django, Django Rest Framework, Docker, Docker-compose, relational databases (e.g. PostgreSQL), Flask, Redis, Celery, postgresql English at least B2 Understanding the right patterns and algorithms Practical analytical skills Nice to have: Kubernetes, graphql, AWS / Google Cloud as well as Agile / SCRUM / Kanban We OfferB2B contract type Full-time job Remote and flexible working hours



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Engineering and Information Technology
            



              Industries
            

            Staffing and Recruiting
            
















Referrals increase your chances of interviewing at MindPal by 2x

                See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3764241326
SynergisticIT,Python Programmer (Remote),Entry level,"The Job Market is Challenging due to almost 300,000 Tech Layoffs since October 2022 due to which thousands of laid off Techies are competing with existing Jobseekers. Entry level Job seekers struggle to get responses to their applications forget about getting client interviews.  As the Saying goes ""when the Going gets tough the Tough get going  Candidates who want to make a tech career they need to differentiate themselves by ensuring they have exceptional skills and technologies to be noticed by clients.Since 2010 Synergisticit has helped Jobseekers differentiate themselves by providing candidates the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don't focus on getting you a Job we make careers.All Positions are open for all visas and US citizens We are matchmakers we provide clients with candidates who can perform from day 1 of starting work. In this challenging economy every client wants to save $$$'s and they want the best value for their money. Jobseekers need to self-evaluate if they have the requisite skills to meet client requirements and needs.  Clients now post covid can also hire remote workers which increases even more competition for jobseekers.We at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped 1000's of candidates get jobs at technology clients like  apple, google, PayPal, western union, Client, visa, Walmart lab s etc. to name a few.We have an excellent reputation with the clients. Currently, We are looking for  entry-level software programmers, Java Full stack developers, Python/Java developers, Data analysts/ Data Scientists, Machine Learning engineers for full time positions with clients.Who Should Apply Recent Computer science/Engineering /Mathematics/Statistics or Science Graduates or People looking to switch careers or who have had gaps in employment and looking to make their careers in IT Industry We assist in filing for STEM extension and also for H1b and Green card filing to Candidates We also offer optionally Skill and technology enhancement programs for candidates who are either missing skills or are lacking Industry/Client experience with Projects and skills. Candidates having difficulty in finding jobs or cracking interviews or who wants to improve their skill portfolio. If they are qualified with enough skills and have hands on project work at clients then they should be good to be submitted to clients. Shortlisting and selection is totally based on clients discretion not ours. please check the below links to see success outcomes of our candidates https://www.synergisticit.com/candidate-outcomes/ We regularly interact with the Top Tech companies to give our candidates a competitive advantage-Please see us exhibiting at Oracle Cloud world /Oracle Java one (Las vegas) -2023/2022 and at Gartner Data Analytics Summit (Florida)-2023 https://youtu.be/Rfn8Y0gnfL8?si=p2V4KFv5HukJXTrnhttps://youtu.be/-HkNN1ag6Zk?si=1NRfgsvL_HJMVb6Qhttps://www.youtube.com/watch?v=OAFOhcGy9Z8https://www.youtube.com/watch?v=EmO7NrWHkLMhttps://www.youtube.com/watch?v=NVBU9RYZ6UIhttps://www.youtube.com/watch?v=Yy74yvjatVgFor preparing for interviews please visit  https://www.synergisticit.com/interview-questions/ We are looking for the right matching candidates for our clients Please apply via the job postingREQUIRED SKILLS For Java /Full Stack/Software Programmer Bachelor's degree or Master's degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, IT Highly motivated, self-learner, and technically inquisitive Experience in programming language Java and understanding of the software development life cycle Project work on the skills Knowledge of Core Java, JavaScript, C++ or software programming Spring boot, Microservices, Docker, Jenkins and REST API's experience Excellent written and verbal communication skills For data Science/Machine learning PositionsRequired Skills Bachelor's degree or Master's degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, IT Project work on the technologies needed Highly motivated, self-learner, and technically inquisitive Experience in programming language Java and understanding of the software development life cycle Knowledge of Statistics, SAS, Python, Computer Vision, data visualization tools Excellent written and verbal communication skills Preferred skills: NLP, Text mining, Tableau, PowerBI, TensorFlow If you get emails from our skill enhancement team please ask them to take you off their distribution list and make you unavailable as they share the same database with the client servicing team.  No phone calls please.  Shortlisted candidates would be reached out. No third party or agency candidates or c2c candidates
        


        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Contract
          



              Job function
            

              Information Technology
            



              Industries
            

            IT Services and IT Consulting
            
















Referrals increase your chances of interviewing at SynergisticIT by 2x

                See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3818365606
MindPal,Python Developer,Entry level,"We are looking for a mid/senior Python DeveloperResponsibilitiesMaintenance and development of the backend of an e-commerce application based on Django Rest Framework Writing unit tests for new functionalities Delivering readable and transparent code Building dashboards based on SQL queries and processing the results Direct contact with the client RequirementsMinimum 3 years of experience working with Python Knowledge of Django, Django Rest Framework, Docker, Docker-compose, relational databases (e.g. PostgreSQL), Flask, Redis, Celery, postgresql English at least B2 Understanding the right patterns and algorithms Practical analytical skills Nice to have: Kubernetes, graphql, AWS / Google Cloud as well as Agile / SCRUM / Kanban We OfferB2B contract type Full-time job Remote and flexible working hours



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Full-time
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          Staffing and Recruiting
          
















Referrals increase your chances of interviewing at MindPal by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3764602590
IT Minds LLC,Python Developer,Entry level,"Sr Python DeveloperRichmond/McLean, VA OR Plano, TX (Hybrid 3 days onsite per week) 6+ Months Only W2Must have Skills: Strong Python, Good Java & Golang is nice to have. Bachelor's/Master's degree in computer science, or equivalent experience Extensive experience in Python programming Good knowledge in Django or a similar framework Some understanding of machine learning and artificial intelligence algorithms Familiarity with the general programming best practices Fluency in English to collaborate with engineering managers Efficiency in writing complex logic in Python Experience in AWS or other cloud computing services Strong analytical and problem-solving skills



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Other
            



              Industries
            

            IT Services and IT Consulting
            
















Referrals increase your chances of interviewing at IT Minds LLC by 2x

                See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3845203746
MindPal,Python Developer,Entry level,"We are looking for a mid/senior Python DeveloperResponsibilitiesMaintenance and development of the backend of an e-commerce application based on Django Rest Framework Writing unit tests for new functionalities Delivering readable and transparent code Building dashboards based on SQL queries and processing the results Direct contact with the client RequirementsMinimum 3 years of experience working with Python Knowledge of Django, Django Rest Framework, Docker, Docker-compose, relational databases (e.g. PostgreSQL), Flask, Redis, Celery, postgresql English at least B2 Understanding the right patterns and algorithms Practical analytical skills Nice to have: Kubernetes, graphql, AWS / Google Cloud as well as Agile / SCRUM / Kanban We OfferB2B contract type Full-time job Remote and flexible working hours



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Full-time
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          Staffing and Recruiting
          
















Referrals increase your chances of interviewing at MindPal by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3764498946
MindPal,Python Developer,Entry level,"We are looking for a mid/senior Python DeveloperResponsibilitiesMaintenance and development of the backend of an e-commerce application based on Django Rest Framework Writing unit tests for new functionalities Delivering readable and transparent code Building dashboards based on SQL queries and processing the results Direct contact with the client RequirementsMinimum 3 years of experience working with Python Knowledge of Django, Django Rest Framework, Docker, Docker-compose, relational databases (e.g. PostgreSQL), Flask, Redis, Celery, postgresql English at least B2 Understanding the right patterns and algorithms Practical analytical skills Nice to have: Kubernetes, graphql, AWS / Google Cloud as well as Agile / SCRUM / Kanban We OfferB2B contract type Full-time job Remote and flexible working hours



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Full-time
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          Staffing and Recruiting
          
















Referrals increase your chances of interviewing at MindPal by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3764600823
MindPal,Python Developer,Entry level,"We are looking for a mid/senior Python DeveloperResponsibilitiesMaintenance and development of the backend of an e-commerce application based on Django Rest Framework Writing unit tests for new functionalities Delivering readable and transparent code Building dashboards based on SQL queries and processing the results Direct contact with the client RequirementsMinimum 3 years of experience working with Python Knowledge of Django, Django Rest Framework, Docker, Docker-compose, relational databases (e.g. PostgreSQL), Flask, Redis, Celery, postgresql English at least B2 Understanding the right patterns and algorithms Practical analytical skills Nice to have: Kubernetes, graphql, AWS / Google Cloud as well as Agile / SCRUM / Kanban We OfferB2B contract type Full-time job Remote and flexible working hours



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Full-time
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          Staffing and Recruiting
          
















Referrals increase your chances of interviewing at MindPal by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3764241341
MindPal,Python Developer,Entry level,"We are looking for a mid/senior Python DeveloperResponsibilitiesMaintenance and development of the backend of an e-commerce application based on Django Rest Framework Writing unit tests for new functionalities Delivering readable and transparent code Building dashboards based on SQL queries and processing the results Direct contact with the client RequirementsMinimum 3 years of experience working with Python Knowledge of Django, Django Rest Framework, Docker, Docker-compose, relational databases (e.g. PostgreSQL), Flask, Redis, Celery, postgresql English at least B2 Understanding the right patterns and algorithms Practical analytical skills Nice to have: Kubernetes, graphql, AWS / Google Cloud as well as Agile / SCRUM / Kanban We OfferB2B contract type Full-time job Remote and flexible working hours



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



            Employment type
          

            Full-time
          



              Job function
            

              Engineering and Information Technology
            



              Industries
            

            Staffing and Recruiting
            
















Referrals increase your chances of interviewing at MindPal by 2x

                See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3764238561
SynergisticIT,Python Developer,Entry level,"SYNERGISTICIT is aware that the Job Market is Challenging because of Tech Layoffs due to which The Job market is flooded with hundreds and thousands of laid-off Jobseekers who are competing with existing Jobseekers. For entry-level Job seekers to get client interviews and jobs they need to differentiate themselves by ensuring they have exceptional skills and technologies to be noticed by clients.Since 2010 we have helped Jobseekers differentiate themselves by providing the clients with candidates who have the requisite skills and experience to outperform at interviews and clients. Here at SynergisticIT We just don't focus on getting you a Job we make careers.All Positions are open for all visas and US citizensWe at SynergisticIT understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped thousands of candidates get jobs at technology clients like Apple, Google, Paypal, Western union, Client, Visa, Walmart labs, etc to name a few.We have an excellent reputation with the clients. Currently, We are looking for entry-level software programmers, Java Full stack developers, Python/Java developers, Data analysts/ Data Scientists, Machine Learning engineers.Who Should Apply Recent Computer science/Engineering /Mathematics/Statistics or Science Graduates looking to make their careers in IT Industry?We welcome candidates with all visas and citizens to apply.We assist in filing for STEM extension and also for H1b and Green card filing to CandidatesWe also offer Skill enhancement programs for candidates who are either missing skills or lacking Industry/Client experience with Projects and skills. Candidates having difficulty in finding jobs or cracking interviews or who want to improve their skill portfolio. If they are qualified with enough skills and have hands-on project work with clients then no need for skill enhancement.Candidates can benefit from skill enhancement if they fall into the below categories.Candidates who Lack Experience or are freshers with No actual Job experience with projects with clientsHave had a break in careersLack of Technical Competency or skills being demanded by clientsDifferent visa candidates (Like OPT/H4EAD/L2EAD )who want to get employed and settle down in the USAplease check the below links to see successful outcomes of our candidateshttps://www.synergisticit.com/candidate-outcomes/Watch the below videos of us participating in Industry events with the Top companies in Technology at Oracle Cloud World/Oracle Java One (Las Vegas) and at Gartner Data Analytics Summit (Florida)Oracle CloudWorld Event (OCW) Las Vegas 2022 | SynergisticIT - YouTubehttps://www.youtube.com/watch?v=OAFOhcGy9Z8https://www.youtube.com/watch?v=EmO7NrWHkLMhttps://www.youtube.com/watch?v=NVBU9RYZ6UIhttps://www.youtube.com/watch?v=Yy74yvjatVgSynergisticIT at Gartner Data and Analytics Summit 2023 - YouTubehttps://www.synergisticit.com/java-track/https://www.synergisticit.com/data-science-track/https://www.synergisticit.com/contact-us/If you have relevant skills and industry experience, please apply if not then candidates can opt for Skill enhancement.For getting help with interviews please visithttps://www.synergisticit.com/interview-questions/REQUIRED SKILLS For Java /Software ProgrammersBachelor's degree or Masters's degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleProject work on the skillsKnowledge of Core Java, javascript, C++, or software programmingSpring boot, Microservices, Docker, Jenkins, and REST API experienceExcellent written and verbal communication skillsFor data Science/Machine learningRequired SkillsBachelor's degree or Masters's degree in Computer Science, Computer Engineering, Electrical Engineering, Information Systems, ITProject work on the technologies neededHighly motivated, self-learner, and technically inquisitiveExperience in programming language Java and understanding of the software development life cycleKnowledge of Statistics, SAS, Python, Computer Vision, and data visualization toolsExcellent written and verbal communication skillsPreferred skills: NLP, Text mining, Tableau, PowerBI, Time series analysisPlease understand skills and relevant experience on real world projects are required by clients for selection even if its Junior or entry level position the additional skills and Project work with hands on experience building projects at client site are the only way a candidate can be picked by clients. If not having the skills or hands on project work at client site then candidates can opt for skill enhancement to gain the required skills and project work.No third-party candidates or c2c candidatesplease only apply to the postingNo phone calls, please. Shortlisted candidates would be reached out.
        


        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Contract
        



            Job function
          

            Information Technology
          



            Industries
          

          IT Services and IT Consulting
          
















Referrals increase your chances of interviewing at SynergisticIT by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3833865622
"Cybertec, Inc",Python Developer,Entry level,"Preference for AWS Certified candidates must have all required skills clearly outlined and elaborated upon in the resume.  Full Stack Developer (python) Rate: $ 6 5/hr C2C ORClient$65/hr w2 + $6/hr referral fee to you Location: RemoteThrough 12/31/2023 with likely extensionNo H1B, CPTDescriptionProficiency in Amazon Web Services (AWS) architecture and technologies such as S3, ECS, EC2, Lambda, Step Functions, SQS/SNS, Dynamo DB and RDS, among othersSkilled in AWS Management and Governance suite of products such as CloudTrail, CloudWatch, or Systems ManagerStrong experience in designing and building complex modulesStrong experience with programming languages and tools such as Python and JavaStrong development background with 5+ years of developing in Java or PythonStrong analytical and problem-solving skills while working on complex projects with significant collaboration within and outside the teamStrong expertise working on complex issues where analysis of situations or data requires an in-depth evaluationGood communication and collaboration skillsAbility to drive code reviews with peers and managers to ensure that each increment adheres to original vision as described in the user story and all standard resource libraries and architecture patterns as appropriateSkilled in presenting information and/or ideas to an audience in a way that is engaging and easy to understand2+ years' AWS cloud-based technology services experienceExperience with Devops and CICD processMust be a self-starter and motivated to learn new technologies, skills, and knowledge required by duties and responsibilities in required timeframeAdept at managing one's own tasks and commitments to ensure successful on schedule project completionExperience using JIRAExperience in Agile ceremonies and best practicesSubmission Format Please Complete In Full First Middle Last NameBill RateOR Pay Rate:Supplier Name Of Direct EmployerSkill Highlights- please indicate the # of years on each of the following skills: Python AWS Cloudtrail Cloudwatch AWS Systems Manager Devops Jira AgileVisa StatusLocation:Availability To InterviewAvailability to start:LinkedIn ProfilePhone Number:Email AddressLast 4 of SSN:
        


        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Full-time
        



            Job function
          

            Information Technology
          



            Industries
          

          IT Services and IT Consulting
          
















Referrals increase your chances of interviewing at Cybertec, Inc by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3833870417
"Freedom Technology Solutions Group, LLC",Junior Python Developer,Entry level,"Freedom Technology Solutions Group is seeking a Junior Python Developer. Are you a talented and motivated developer looking to kickstart your career in a dynamic and collaborative environment? Do you want to be part of an exciting new initiative that leverages cutting-edge technology to transform business processes? If so, we have the perfect opportunity for you!As a Junior Python Developer, you will play a pivotal role in revolutionizing the way the organization manages and acquires business intelligence data. You will work closely with a team of experienced Senior Developers, Senior Data Engineers, and System Engineers to create software solutions that enhance the efficiency and effectiveness of the workforce by automating current processes.Key ResponsibilitiesParticipate in agile development practices, gaining valuable experience in agile methodologiesUse Python and other cutting-edge technologies to develop automated solutions that streamline workflowsAssist in gathering requirements from various stakeholders, understanding their needs, and identifying pain pointsEngage with subject matter experts within the organization to gain deep insights into existing manual processesDelve into existing manual processes to evaluate their suitability for automation, considering factors like complexity, feasibility, and potential challengesMaintain clear and organized documentation of requirements, design decisions, and implementation detailsCommunicate effectively with team members, stakeholders, and subject matter experts to ensure alignment and transparency.Required QualificationsActive TS/SCI with PolygraphA bachelor's degree and three (3) years of software development experience. Seven (7) year of experience may be substituted in lieu of a degreeStrong interest in software development and automationPython development experienceExcellent communication and teamwork skillsAbility to adapt in a fast-paced, collaborative environmentDesired QualificationsExperience closely collaborating and communicating with the customerExperience developing and updating technical documentationWhat's in It for You?Flexible work environmentA team mentality – work with friendly, like-minded professionalsWork with innovative, cutting edge technologiesEnjoy Extremely Competitive Compensation And BenefitsA work-life balance you can count onOpportunities to grow and advance your career on our dimeThe Benefits You Get with FreedomAmazing benefits including matching 401k, fully paid medical, and moreGenerous paid time off – including paid site closure daysCompetitive salary offeringsPaid training and tuition reimbursementReferral bonusesFully paid life and disabilityAnnual logo wear allowanceCompany sponsored events (game nights, holiday party, summer party, happy hours)Interested in learning more about Freedom and our culture? Contact us today! We're constantly hosting hiring events in our office and elsewhere, to help you get a sense of what life is like at Freedom before joining the team.As an Equal Opportunity Employer, we do not discriminate on the basis of race, color, religion, sex, age, marital status, disability or veteran statusApplicant Federal & E-Verify PostingsVEVRAA Federal ContractorAccessibility: If you need an accommodation as part of the employment process, please contact Human Resources atPhone: 410-290-9035 Email: recruiting@choosefreedomit.comEqual Opportunity Employer, including disabled and veterans.If you want to view the EEO Law poster, please choose your language: English - Spanish - Arabic - ChineseIf you want to view the EEO Law Supplement poster, please choose your language: English - Spanish - ChineseIf you want to view the Pay Transparency Policy Statement, please click the link: English
        


        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Full-time
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          Technology, Information and Internet
          
















Referrals increase your chances of interviewing at Freedom Technology Solutions Group, LLC by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3722185513
KPG99 INC,Python Developer,Mid-Senior level,"Direct message the job poster from KPG99 INC



              
          
        Sushmita Kumari







            
        Sushmita Kumari




              
        Sr Technical Recruiter @ KPG99 INC | MBA, Technical Recruitment
      
            

 










Role : Python Developer Only local candidates To MALocation : Hybrid (1-2 a Week) - Downtown Boston Office MA Duration : 6 Month Engagement (Could Extend – and also become AdHoc)No H1BJob Description:Reason for Opening: Dashboard Needs to Be Created *please be a reference for someone they have created a dashboard for*  Top 3 Skills: · Technical Experience: Python, SQL , Microsoft Office (Excel) · Experience Creating Dashboard · Familiar with the Trading World / Regulatory Environment is a PLUS Two Side of the Business Business and Regulation This will be on the Regulation Side of the house. Regulation Side: · Monitors Trading Activity · Lot of Regulatory Work and Surveillance · Highly Regulated Environment  Need of the Role: · This consultant will report to the Regulatory Project Manager · He will work on a 10–15-person team (about 40 people in regulatory · Will create a Dashboard with a User Interface (That is User Friendly for the Team) o Function Example: Click this button to see what Goldman Sachs is up to with their trading · This will essentially be a tracking tool for the team. · There is a lot of complex data it will need to drill into o Database of over 1 million Options



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Mid-Senior level
          



            Employment type
          

            Contract
          



              Job function
            

              Information Technology
            



              Industries
            

            IT Services and IT Consulting
            
















Referrals increase your chances of interviewing at KPG99 INC by 2x

                See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3847127259
Genesis10,Python Developer,Entry level,"Genesis10 is currently seeking a Python Developer with our client in the financial industry located in New York, NY. This is a 12 + month contract position.  Responsibilities:  Develop the next generation Swaps lifecycle and reporting platform Working on CFTC regulatory and client facing Swaps financing Opex Requirements:  Python Equity Quartz Pay Range: $67.29 - $75.29  Only candidates available and ready to work directly as Genesis10 employees will be considered for this position.  If you have the described qualifications and are interested in this exciting opportunity, please apply!  About Genesis10: Ranked a Top Staffing Firm in the U.S. by Staffing Industry Analysts for six consecutive years, Genesis10 puts thousands of consultants and employees to work across the United States every year in contract, contract-for-hire, and permanent placement roles. With more than 300 active clients, Genesis10 provides access to many of the Fortune 100 firms and a variety of mid-market organizations across the full spectrum of industry verticals.  For contract roles, Genesis10 offers the benefits listed below. If this is a perm-placement opportunity, our recruiter can talk you through the unique benefits offered for that particular client. Benefits of Working with Genesis10:   Access to hundreds of clients, most who have been working with Genesis10 for 5-20+ years.  The opportunity to have a career-home in Genesis10; many of our consultants have been working exclusively with Genesis10 for years.  Access to an experienced, caring recruiting team (more than 7 years of experience, on average.)  Behavioral Health Platform  Medical, Dental, Vision  Health Savings Account  Voluntary Hospital Indemnity (Critical Illness & Accident)  Voluntary Term Life Insurance  401K  Sick Pay (for applicable states/municipalities)  Commuter Benefits (Dallas, NYC, SF)  Remote opportunities available  For multiple years running, Genesis10 has been recognized as a Top Staffing Firm in the U.S., as a Best Company for Work-Life Balance, as a Best Company for Career Growth, for Diversity, and for Leadership, amongst others. To learn more and to view all our available career opportunities, please visit us at our website.  Genesis10 is an Equal Opportunity Employer. Candidates will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Entry level
          



          Employment type
        

          Contract
        



            Job function
          

            Engineering and Information Technology
          



            Industries
          

          IT Services and IT Consulting
          
















Referrals increase your chances of interviewing at Genesis10 by 2x

              See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3831867343
MindPal,Python Developer (internship),Internship,"Summer Internship Opportunity - Python Developer at Mindpal (In collaboration with Sky Gate) Hello!We are on the lookout for 2-3 passionate individuals ready to embark on a 3-month unpaid summer internship as Python Developers. This internship provides an excellent opportunity to gain hands-on experience and practical knowledge in the evolving tech industry, offering a viable alternative to expensive courses or boot camps.At the end of the internship, there is a high probability of transitioning to a paid Junior position within the team, thus kick-starting your career in the tech industry.Don't miss this chance to be part of a team building applications with state-of-the-art AI tools!Responsibilities:Maintain and develop the backend of a recruitment platform based on the Django Rest FrameworkWrite unit tests for new functionalitiesDeliver readable and transparent codeBuild dashboards based on SQL queries and process the resultsHave direct contact with the clientRequirements:Enthusiasm for learning and an open mindKnowledge of Python/Django and an interest in AI/LLMCandidates ready to work from our office in GliwiceWe look forward to hearing from you!RequirementsResponsibilities



        
            Show more
          

          



        
            Show less
          

          

 




            Seniority level
          

            Internship
          



            Employment type
          

            Internship
          



              Job function
            

              Engineering and Information Technology
            



              Industries
            

            Staffing and Recruiting
            
















Referrals increase your chances of interviewing at MindPal by 2x

                See who you know",https://www.linkedin.com/jobs-guest/jobs/api/jobPosting/3703081693
